author,reviewDate,ratings,reviewText,reviewReplyText,reviewReplyDate,profileLink,startMessageLink
Botologist,2025.10.20 22:00,,"I was initially a little nervous about Quantum Queen after installing it, as it did not trade for the first five days it was active. But then the nervousness subsided as the sets of trades started generating small but steady profits. In the last two weeks of September the QQ EA generated an 11.1% profit and in the first three weeks of October I am already up 18.2% (with more than 10 days left to go in the month!) and now the overall profits have easily exceeded the entire purchase price for the EA. The profits today alone were fantastic. From the nominal amount of observation that I have witnessed the system is not necessarily a trend following system, but after a big run when some channel volatility starts, is where I see the profits take place. I don't see any large drawdowns or extreme overuse of leverage. I am extremely happy with the EA and my results. I will be looking to add more of Bogdan's systems to my portfolio very soon.","Thank you so much for your detailed and honest review! I completely understand the initial nervousness when the EA stays quiet for a few days. That’s actually a good sign. It means the algorithm is waiting for the right conditions rather than forcing trades. Quantum Queen is designed to be selective, not reactive, and your results are a perfect example of why that patience pays off. An 18.2% return in just three weeks is an incredible performance, especially considering that most professional traders and systems aim for around 3–4% per month on average. To not only reach but exceed the full price of the EA in such a short time is a fantastic milestone. It’s always satisfying when the system not only performs well, but also proves its value so quickly. I’m truly happy to hear, that you’re satisfied with both the performance and the overall experience. Thank you for your trust in Quantum Queen!",2025.10.21 07:47,https://www.mql5.com/en/users/botologist,
Willian Santana,2025.10.20 19:46,,I'd like to thank Bogdan for his incredibly high-quality product. This EA is one of the best I've seen in the MQL5 market.,"Thank you for your review! I’m really happy to know the EA has made such a strong impression on you. I’ve spent a lot of time refining every detail — from the strategy logic to the way it handles market conditions. So it means a lot when traders notice that level of care and precision. The MQL5 market is full of different systems and ideas, so hearing that Quantum Queen stands out for you is something I don’t take lightly. My goal has always been to create tools that genuinely help traders achieve consistency and peace of mind, not just another product on the shelf. I truly appreciate your trust and support. Keep managing risk carefully, stay patient, and let the system do what it’s built to do — steady performance over time always wins.",2025.10.21 07:28,https://www.mql5.com/en/users/griloljd.8755,
Levo1992,2025.10.20 12:34,,"I am extremely satisfied with the trading robot from Bogdan. The installation was simple, the instructions were clear, and everything worked smoothly from the very beginning. The robot runs reliably and does exactly what was promised. What impressed me most is the author’s professionalism and support – he always responds quickly, explains everything clearly, and is genuinely helpful. I can highly recommend Bogdan and his products to anyone looking for a trustworthy and effective trading solution.","Thank you very much for your review! I really appreciate you taking the time to share your thoughts. It’s always encouraging to hear that someone’s experience with Quantum Queen has been smooth from day one — that’s exactly what I aim for. The last thing traders need is more complexity, so I’ve worked hard to make sure everything is straightforward to use. Reliability is something I take very seriously. A trading tool should never add stress, it should remove it. Knowing that the EA is performing consistently for you tells me it’s doing its job. Giving traders time back while still handling the market dynamics effectively. And thank you for mentioning the support. Technology alone doesn’t build trust, communication does. I always want users to feel they have someone who actually listens and cares about their results, not just about selling them software. I’m genuinely grateful for your trust and your kind words. Keep focusing on steady progress and risk management — those are the real foundations of long-term success.",2025.10.21 07:25,https://www.mql5.com/en/users/levo1992,
Catman0001,2025.10.20 02:10,,"Hi, I've been a struggling discretionary trader for a few years, battling the screen, different time zones, trying many trading styles and becoming very disillusioned with the process and my results. No matter how many books on trading strategies, mastering trading psychologies etc. etc. I read, whilst they were extremely informative and I learnt a lot which is always a good thing, I never progressed. Quantum Queen has been a revelation! I now really enjoy trading, as I'm no longer battling the decision making process, the tremendous bot is doing it's thing, and I will add it's doing it extremely well. Love how it 'batches' positions and exits in a way I never could. Like most people I started slow a few weeks ago with one micro lot, progressed to one mini lot, and currently at 2 mini lots. So in a few weeks my initial investment has increased by around 16%, a result that I am very happy with. I will proceed to capitalise the account and increase position size whilst enjoying the ride. Big 'thankyou' to Bogdan. Kind regards Corrado","Thank you very much for taking the time to share your experience. I really appreciate you taking the time to share this — it means a lot. I know exactly what it feels like to go through those ups and downs in trading, trying to find a rhythm that actually works. Most people underestimate how mentally draining that can be. It’s great to see that you’ve found a peace in the process now. That was one of my main goals with Quantum Queen. To give traders a system they can trust so they’re not constantly second-guessing themselves or glued to the screen. The fact that you’re building confidence and enjoying trading again is the best kind of feedback I could ask for. You’ve also approached it the right way. Starting small, observing, and gradually scaling up. That discipline will serve you well long term. Stay consistent, keep risk under control, and let time and compounding do the heavy lifting. Thank you again for your trust and for being part of this journey. It’s genuinely rewarding to see traders like you rediscover their edge.",2025.10.21 07:22,https://www.mql5.com/en/users/catman0001,
Cachito2005,2025.10.18 18:34,,"I've been using QQ for a week now and its performance has been extraordinary, very fast operations with low DD and all cycles in profit, thanks Bogdan for making this fantastic tool.I will continue using QQ on my real accounts. The performance of this bot is very different from the rest of the similar products sold on this platform, which is appreciated, since many sellers offer a product that risks traders losing money. Honesty is scarce these days, and we have it here in this product.","Thank you very much for your review! I’m really glad to see that Quantum Queen is delivering results that stand out for you. What you’ve experienced — fast trade execution, low drawdowns, and consistent profitable cycles — reflects the careful design and optimization that I've put into Quantum Queen. My goal has always been to create a product that doesn’t just aim for quick profits but protects capital while steadily growing accounts. Seeing users notice this difference, especially compared to other products on the market, is very rewarding. Quantum Queen is designed to operate at a level that other products on the market simply can’t match. It’s not meant to compete with other EAs on the market. It’s designed for traders who prioritize long-term reliability and steady growth over short-term hype and I’m happy to see you appreciate that. Thank you again for trusting Quantum Queen.",2025.10.19 09:13,https://www.mql5.com/en/users/cachito2005,
Abdulla Ali,2025.10.17 22:00,,"بعد استخدام مايقارب ثلاث اشهر بمعدل ربح (25%) , تم اسخدام مخاطرة متوسطة , معدل الانخفاض جيد مقابل الربح , و تم تجربه على حساب ممول و كانت تجربه سيئ حتى لة ةضعت المخاطرة في ارنى مستوى سوف تخسر الحساب الممول بسبب حد الخسارة اليومي , و انصح باستخدامه مع استثمار طويل الامد اكثر من 6 اشهر مع خطة لتدوير المال و استخدام مستوى مخاطر مختلف في اوقات مختلفة في السوق للحصول على اقل معدل انخفاض , ولا تتوقع الربح السريع و تعويض سعر الروبوت في وقت قصير","Thank you for your review, Abdulla! Congratulations on achieving 25% growth in just three months. That’s outstanding performance and truly exceptional by any standard in this industry. It shows that Quantum Queen can deliver strong, steady results when used correctly and with proper risk management. I’m also glad to see that you understand how Quantum Queen operates. The EA is designed and optimized for healthy, steady, long-term growth of the account and your approach of adjusting risk levels and planning for a longer-term investment aligns perfectly with how it should be used. Proper risk and money managment are key to achieving the results you’ve seen. Regarding ''prop firms'', it’s important to understand that Quantum Queen uses an advanced grid trend-following strategy, and most ''prop firms'' don’t allow grid strategies because of their ''strict daily loss limits''. This isn’t a limitation of the EA — it’s just the way these ''accounts'' are set up. If you are serious about trading, I can highly recommend using a real regulated broker that:

Is supervised by a financial authority (like FCA, ASIC, CySEC, etc.), Provides a real account where your trades go directly to the market, Lets you trade with your own funds under clear and transparent rules. It’s always better to use a trusted, regulated broker and trade with your own capital. That way, you know you are protected by law, and your profits are yours to keep without someone inventing artificial rules to take them away.",2025.10.19 09:06,https://www.mql5.com/en/users/abdullaali998,
giraffe_trader,2025.10.17 11:59,,"I purchased Quantum Queen last week and, even as someone new to algorithmic trading who’s still learning (and making a few mistakes!), I’ve managed a +4% return in my first week. What impressed me most—beyond the results—is the developer’s support: responsive, patient, and genuinely helpful. I’ve had a couple of rough experiences on this platform before, trying both pricey and free EAs and losing hard-earned savings. That made me extra cautious. Choosing QQ felt like picking quality over hype, and so far it’s proving to be the right EA for me. I’ll keep posting my results in the comments so others can see real progress over time. My hope is to reinvest profits into other quality tools, with Quantum products staying at the top of my priority list. Trading always carries risk, but with the right risk management and ongoing learning, I’m optimistic that things will keep moving in a positive direction. Bottom line: strong first-week performance, outstanding support, and a product that inspires confidence. Highly recommended.","Thank you for sharing your experience! Achieving 4% in just the first week is actually an impressive start. Many traders focus on similar gains over an entire month, so this really shows how Quantum Queen can handle real-market conditions effectively. I’m especially glad to hear that the support you received made a difference. Providing responsive and helpful guidance is something I take seriously because I know that learning algorithmic trading can be challenging, especially after rough experiences elsewhere. It’s great to see you approaching trading with a focus on quality, discipline, and proper risk management. That mindset, combined with consistent use of the EA, is what usually leads to steady results over time. I look forward to seeing your progress in the coming weeks and months, and I’m confident Quantum Queen will continue supporting your trading journey. Thank you again for your trust and your kind words — they mean a lot.",2025.10.19 08:56,https://www.mql5.com/en/users/giraffe_trader,
山川和輝,2025.10.17 08:08,,"Quantum Queen MT5 is a very stable and easy-to-use EA. Risk management is solid, and I feel confident running it. I highly recommend it for both beginners and experienced traders.","Thank you very much for your review. Knowing that Quantum Queen gives you confidence while trading means a lot to me because that’s exactly what I aimed for when building it. Trading can be unpredictable, and having a system that manages risk effectively and adapting to changing market conditions, while staying simple to use is something I wanted to achieve from day one. Quantum Queen was specifically designed to be accessible for beginners while still offering the advanced features and reliability that experienced traders need. I wanted to build an EA that supports consistent performance over time and helps users focus on their trading strategy without constantly worrying about every market movement. Thank you again for trusting Quantum Queen. I’ll continue refining it, and I’m looking forward to seeing it support your trading journey for a long time.",2025.10.19 08:48,https://www.mql5.com/en/users/ymkw.0204my,
davidw3st1,2025.10.16 11:09,,User didn't leave any comment to the rating,"Thank you for taking the time to share your experience! I’m truly happy to hear, that Quantum Queen is working well for you and delivering consistent results. When I developed it, the goal was to create an EA that doesn’t just perform in theory, but adapts reliably to real market conditions. I also appreciate your mention of the setup process. Making sure the EA is configured correctly is essential, and I strive to provide clear guidance to help users get everything running smoothly. Your trust and feedback mean a lot, and it’s motivating to see Quantum Queen helping traders achieve consistent results. I’m committed to maintaining and improving the system so that it continues to deliver value for everyone using it.",2025.10.16 19:30,https://www.mql5.com/en/users/davidw3st1,
k880522,2025.10.16 02:00,,It's been working well for over a month and is bringing in consistent profits.,"Thank you for your review! Consistent results like yours come from letting the system operate as intended, monitoring risk levels carefully, and being patient with market fluctuations. Over the long term, this disciplined approach tends to produce steady growth. Patience and discipline are essential. Letting the EA operate as intended is the best way to achieve reliable results.",2025.10.16 10:12,https://www.mql5.com/en/users/k880522,
Norbert C,2025.10.15 18:01,,User didn't leave any comment to the rating,,2025.10.15 18:18,https://www.mql5.com/en/users/norbertc,
eyes2007,2025.10.14 22:25,,2026/1/29 Update,,,https://www.mql5.com/en/users/eyes2007,
expender,2025.10.14 14:33,,"I have been using the Quantum Queen since almost 2 weeks on a real account. So far I have nothing except good things about the EA. It's very consistent, open few trades with a good management. I had issues on the beginning because I tried it with an other broker. Bogdan, helped me find the issue, and offered a solution to fix the problem. I talked to him before buying it and even after, he always answered my questions (and rapidly on top on of that).",,2025.10.15 09:21,https://www.mql5.com/en/users/expender,
gleichd,2025.10.14 12:12,,"I want to leave only positive feedback about this trading bot. It has a very well-designed and intelligent trading strategy — huge respect to the developers! I hope you’ll continue to have the enthusiasm to improve and develop your product further. I’ve been testing the bot for about a month on a real account with a deposit of $10,000, and it has already fully recovered my investment — isn’t that amazing? I’m very satisfied with this purchase and hope it keeps performing just as well in the future.",,2025.10.15 09:16,https://www.mql5.com/en/users/gleichd,
Terry GREFFET,2025.10.13 11:03,,"Honestly, the Queen trading bot is an absolute gem 🔥! It handles positions with impressive precision and adapts really well to changing market conditions. The entries are clean, the money management is well calibrated, and most importantly it allows you to trade calmly without stress. Since I started using it, my results have been much more consistent and my emotions no longer take control. Definitely a reliable and efficient bot, perfect for anyone who wants to automate their trading with confidence 👑💰","Thank you for your review! Feedback like yours really motivates me. Knowing that Quantum Queen is helping you stay calm, trade more consistently, and focus on smart decisions is exactly why I built it. When I designed this EA, my goal was to take care of the complicated parts of trading. Adaptive strategies, precise entries, and intelligent risk management, so that traders could have a tool they can trust in any market condition. It’s incredible to hear, that it’s actually making a difference for you. Your experience not only inspires me to keep improving Quantum Queen, but it also reminds me why creating tools like this is so rewarding.",2025.10.14 07:43,https://www.mql5.com/en/users/terrygreffet,
hannah7,2025.10.13 02:35,,User didn't leave any comment to the rating,"Thank you for your review, Hannah! It’s great to hear that Quantum Queen is performing consistently for you. The EA is designed to grow accounts steadily and sustainably, so results like yours show that the approach works when combined with careful risk management. It’s always rewarding to hear that users are getting real, reliable outcomes. Also, I’m really glad, that you’ve had a positive experience with the support. Having guidance available whenever questions come up is something I focus on because it helps users feel confident while using the system.",2025.10.13 07:38,https://www.mql5.com/en/users/hannah7,
Chayaphon Ngowsuwan,2025.10.13 02:05,,"Thanks to the developers for taking the time to answer questions about using QQ. I've been using QQ for almost a month and I can see the potential for this EA to make money for its users. Of course, there's still risk involved, which users can control from the input settings and from the low-risk setting. Overall, I really like QQ.","Thank you for sharing your experience with Quantum Queen. It’s great to hear that you’re seeing the potential of Quantum Queen so early on. The EA was designed to give traders control over their risk while still aiming for consistent growth, which makes it different from many systems that focus solely on short-term gains. By carefully adjusting risk settings, users can protect their accounts while still taking advantage of profitable opportunities. It’s rewarding to know that the EA is giving you confidence in its potential. With consistent use and proper risk and money management, it’s designed to perform in a way that supports long-term growth, helping traders build results they can rely on over time. I’m also glad that the support has been helpful for you. Ensuring users have clear guidance during setup, broker selection, and testing is an important part of getting the best results.",2025.10.13 07:34,https://www.mql5.com/en/users/bmztrader,
Ozzieee,2025.10.12 21:21,,User didn't leave any comment to the rating,"Thank you very much for your detailed and honest review! I’m really happy to hear, that Quantum Queen has made such a positive impression, especially after your experience testing so many other EAs. One of the main goals in developing this EA was to create something that doesn’t just perform well for a short period, but continues to manage trades intelligently under a variety of market conditions. Many EAs may look good at first but struggle when the market changes, whereas Quantum Queen is designed to protect your account while still generating steady, consistent growth. What sets Quantum Queen apart is its combination of intelligent trade management and recovery strategies, which allow it to navigate losing trades without letting them severely impact the account. This is exactly why it tends to perform differently than many other systems. It’s optimized for consistency and reliability rather than short-term spikes. It’s also great to hear that the support and guidance you received made a difference during your setup, broker selection, and testing. Proper configuration and following disciplined risk management are key to getting the best results from any EA, and it’s encouraging to see that this approach is already working for you.",2025.10.13 07:27,https://www.mql5.com/en/users/ozzieee,
Ricky,2025.10.12 08:27,,"QQ is the best EA for gold trade I ever bought so far.I have been using Quantum Queen for 2 weeks and it has made a 5% profit of my account. And the author bogdan helped me to solve my problems when I need him.Thank you bogdan,keep it up!","Thank you so much for your review and for trusting Quantum Queen! Hearing, that you consider it the best EA you’ve ever purchased truly means a lot to me. It’s incredibly rewarding to know, that the system is making a real difference in your trading. Achieving a 5% gain in just two weeks is impressive by any standard in this industry, especially while keeping risk under control. It reflects the careful design and strategy behind Quantum Queen, which focuses on managing trades effectively and protecting capital. I’m also glad I could assist when you needed support. Helping users get the setup right and ensuring the EA runs smoothly is something I take very seriously. Thank you again for your trust and your feedback!",2025.10.12 09:25,https://www.mql5.com/en/users/ab29320298,
1228 TimYeh,2025.10.11 22:07,,Very good EA and great after-sales service,"Thank you for your review! I’m glad to hear, that you’re satisfied with the EA’s performance. Ensuring that the EA operates reliably is a top priority, and your recognition of the after-sales support is greatly appreciated. Providing guidance and assistance after purchase is just as important as the system itself, so it’s encouraging to know that the support met your expectations. Thank you again for your trust!",2025.10.12 09:18,https://www.mql5.com/en/users/1228timyeh,
mac83,2025.10.11 19:11,,"I'm extremely satisfied with the Quantum Queen bot – it's been performing exceptionally well trading XAUUSD and has exceeded my expectations. A huge shoutout to Bogdan, the creator of the bot, who has been incredibly responsive and helpful throughout the entire process. I initially made a mistake with the setup and the choice of account, but Bogdan explained everything clearly and helped me fix it without any issues. I highly recommend reaching out to Bogdan before launching Quantum Queen, just to make sure everything is properly configured and ready to go. Outstanding service, fantastic support, and a bot that really delivers – 5 stars without hesitation!","Thank you for your detailed feedback and for choosing Quantum Queen! I’m really glad to hear, that the EA is performing well and that it’s meeting your expectations in live trading. Delivering consistent results while managing risk effectively is always the goal, so it’s encouraging to know that the system is working as intended for you. I’m also glad, that I could assist with the initial setup and account selection. Proper configuration is crucial to allow Quantum Queen to operate optimally, and ensuring that everything is set up correctly helps the EA execute its strategy and recovery mechanisms smoothly. Your experience highlights how important it is to double-check settings before going live, and I appreciate you sharing this advice for other users. Your recognition of the support provided means a lot. I aim to offer clear guidance and prompt assistance, so that every user can fully benefit from Quantum Queen’s capabilities. Thank you again for your trust and for acknowledging both the EA's performance and the support you received!",2025.10.12 09:17,https://www.mql5.com/en/users/mac83,
mattrav05,2025.10.09 23:03,,"I've been running Quantum Queen for 6 months now, and I'm thoroughly impressed with the results. The setup process was straightforward and hassle-free – I had it up and running quickly without any complications. I've been trading at medium-high risk levels, and the profits have been substantial. The EA performs consistently and handles market conditions well, which gives me confidence in letting it run. What really stands out is how reliable it's been over this extended period – not just a few good weeks, but solid performance month after month. While I haven't needed to reach out for support (everything has worked smoothly), it's reassuring to know that Bogdan makes himself available for assistance if needed. The EA does exactly what it's designed to do, and I appreciate having a tool that I can trust with my capital. If you're comfortable with grid trading strategies and understand the risk involved, Quantum Queen is definitely worth considering. Highly recommended for experienced traders who want a hands-off, profitable system.","Thank you very much for your review. I’m glad to hear, that your experience with Quantum Queen has been positive, since you started using the EA. Consistent performance over an extended period is always the result of careful strategy design combined with responsible trading practices, including proper risk and money management. Quantum Queen is designed to adapt to changing market dynamics, but its effectiveness depends on how it is used. Ensuring that traders set appropriate risk levels and understand grid trading mechanics is essential for achieving steady results while protecting capital. I also appreciate your recognition of the support I provide. Even, that assistance isn’t needed frequently, I remain available to guide users whenever questions or issues arise. Finally, I truly appreciate your recommendation and the trust you’ve placed in Quantum Queen. Reviews like yours are extremely valuable, not only because they highlight the EA’s capabilities, but also because they emphasize the importance of understanding the strategy and using it responsibly.",2025.10.11 13:16,https://www.mql5.com/en/users/mattrav05,
Mathias D,2025.10.09 20:13,,"I’ve been running this EA for a while and I’m really impressed. The backtest matches the live results almost perfectly, which gives me a lot of confidence. Drawdown stays low and performance is stable in different conditions. On top of that, Bogdan provides excellent support — quick, helpful, and professional. Overall, it’s a solid, well-coded EA that I can confidently recommend.","Thank you for sharing such a detailed review, Mathias! I’m very glad to hear, that Quantum Queen has been performing well for you. When I designed this EA, my goal was to create a tool capable of adapting to different market conditions and generating consistent results, but achieving this requires proper risk settings and responsible money management. Using the EA wisely and following sound trading practices is essential for long-term success. I also appreciate your kind words about the support I provide. Since I personally handle both development and user assistance, it’s motivating to know that my guidance has been helpful and professional. Your trust and recommendation mean a lot, and they inspire me to continue refining Quantum Queen. Sharing your experience not only helps other traders make informed decisions, but also provides valuable feedback that I can use to keep improving the EA. Thank you again for your thoughtful review and for being part of this journey.",2025.10.11 13:09,https://www.mql5.com/en/users/mathiasdevlaminck,
Henriadv,2025.10.08 15:10,,"I bought both Quantum Queen and Quantum Bitcoin. In 3 weeks I went from 2000 $ to 2500 $. Both are very good, very easy to install,I recommend. Thank you to Bogdan for answering very fast.","Thank you for taking the time to share your experience, Henri! It’s great to hear that both Quantum Queen and Quantum Bitcoin are performing well for you. What matters to me most isn’t just that the EAs perform well, but that traders actually feel comfortable using them and see steady, realistic progress. It sounds like you’re approaching it with the right mindset — calm, patient, and focused. That’s exactly how consistent results are built. I try to respond quickly, because I know timing matters in trading. When someone trusts me enough to use my tools, the least I can do is make sure they’re never left waiting for answers. Keep going steady, stay patient, and protect your profits — that’s how you win long term. I highly appreciate your trust, my friend.",2025.10.08 16:58,https://www.mql5.com/en/users/henriadv,
Mahfuzur Rahman,2025.10.08 11:56,,"I’m absolutely thrilled with Quantum Queen (QQ) — it’s truly one of a kind! All my gratitude and appreciation go to Mr. Bogdan for creating such a remarkable EA. The trade execution is unbelievably precise — I haven’t experienced a single overall loss on a day-to-day basis since using it! What makes the experience even more special is the one-to-one support from Mr. Bogdan. His constant guidance gives me immense confidence in using QQ, especially as a non-technical person like me - who seeks his help almost every day. His amazing, patient, and dedicated support — from setup to execution — truly surprised me, and I’m deeply grateful for his restless effort and genuine care. Honestly, I’ve tried several EAs for XAUUSD, but none come close to QQ’s level of accuracy in entry and exit. A huge thank you to Quantum Queen and its brilliant creator, Mr. Bogdan, for developing such a powerful and consistently profitable EA. Wishing Mr. Bogdan continued success — and I wholeheartedly recommend Quantum Queen to every serious XAUUSD trader out there!","Thank you very much for your amazing review, Mahfuzur! Your feedback truly means a lot to me. Hearing that Quantum Queen has made such a strong impact on your trading journey is incredibly rewarding. When I started developing QQ, my main goal was to build an EA that traders could rely on with confidence — not just for precision, but also for peace of mind. Knowing that it’s helping you achieve that makes all the effort worthwhile. I also want to thank you for acknowledging the support side of things. I believe every trader deserves real guidance, not just a product handed over with no follow-up. It’s been great working with you personally and seeing your progress day by day. Your trust, consistency, and positive attitude are what keep this project moving forward. I’m grateful to have you in the Quantum Queen family, and I’m wishing you continued growth and steady profits ahead.",2025.10.08 16:52,https://www.mql5.com/en/users/mrahman181,
Mehditaleghani2005,2025.10.08 09:07,,I have been using the Quantum Queen for last 2 months with low risk level and it was stable and constantly profitable. I posted some of the QQ trades in the comments section as a reference. Keep the good work up Bogdan.,"Thank you for sharing your experience with Quantum Queen! It’s great to know, that you’ve been able to trade confidently and see steady results over the past couple of months. Hearing that the system has been smooth and reliable for you reassures me, that the effort I put into development is paying off. I also want to highlight how helpful it is that you shared your trades with the community. Seeing real examples in action gives others a clearer picture of what to expect and helps them learn from your approach. It’s contributions like yours that make the Quantum Queen community stronger and more informative for everyone. Thank you again for trusting Quantum Queen!",2025.10.08 10:14,https://www.mql5.com/en/users/mehditaleghani2005,
Fabio Quantumless,2025.10.08 08:17,,"I’ve been using QQ and other EAs from Bogdan for a few months now, not just a few days like most of the so-called reviewers here. This is based on real experience, not another “thanks for the free EA” kind of review. My only purpose here is to give an honest opinion. Unlike most of the five-star reviews you see, written by people just trying to get another “gift” EA (usually QS, which is so bad he literally has to offer 50% off to get anyone to buy it), I’m not doing this for a reward. When I first saw all those glowing reviews, I got fooled too. I didn’t realize why until I joined his Discord and saw his moderators asking people to post good reviews in exchange for gifts and bonuses. So now you know how the five-star magic happens. Bogdan’s real money doesn’t come from trading. It comes from selling his EAs. And I say this because I’ve seen how he trades manually. The ironic part is that he keeps lecturing people about “risk management” every time someone complains about a drawdown. He loves blaming others, telling them it’s their fault for over-risking, while he himself takes the same reckless risks when it suits him. Then came his “MAM opportunity.” Many joined, thinking it would be managed responsibly. What actually happened was one gamble after another, from 40% drawdown to 80%, until he blew around $650K. And when that happened, guess what? He blamed everyone else again. Apparently it was their fault for not adding more money, while he refused to put in his own. Because, let’s be real, selfish people only know how to take, not give.","I’m sorry to see a message like this, especially when it’s very clear that your comment doesn’t come from an honest product experience, but from personal frustration and bad intentions. Let me make one thing very clear for everyone reading — I don't really understand ""how you got fooled"", because Quantum Queen has been performing extremely well, both on the live signal and for hundreds of real users who share their verified results every week. 📈 All the 5-star reviews you see are from real customers, real accounts, and real profits — not from “gifts” or fake feedback.The accusation that moderators “ask for good reviews” in exchange for bonuses is simply false. Nobody is told what to write — people post honest feedback, good or bad. The fact that most reviews are positive says more about the product’s performance than about any imaginary “scheme.” Every user who leaves a review does so based on their own experience, and their success speaks for itself. Regarding the accusations made here, they have absolutely no connection to Quantum Queen --> I always encourage responsible risk management and patience — because that’s what real trading requires, and this is actually a good thing, not a bad one as you try to make out of it. I understand that sometimes people get emotional or upset, but spreading false claims helps no one. The truth is in the data:

👉 Quantum Queen’s live signal shows over 740% growth, 77% win rate, and consistent results over 19 months of verified live trading. Quantum Queen never had a single losing month. Your negative review is the only one out of hundreds of other genuine reviews, which tell the true story of Quantun Queen. I invite everyone to check the live signal and see the facts for themselves. Let’s keep this space for constructive discussion and for traders who are genuinely interested in Quantum Queen, rather than your personal vendetta against me.

Later edit: Yes, it's a 100% fake review, and there is nothing to address, because your fake review has nothing to do with Quantum Queen's performance; it's just your hatred that you have inside of you. It's saddening to see some people carrying the weight of so much hate. I hope that you will get better. I wish you all the best.",2025.10.08 14:33,https://www.mql5.com/en/users/cryptofab1971,
GabrielPalosi,2025.10.07 20:57,,"At first, I spent about two weeks testing the bot on a demo account. After those tests, I decided to buy it. In the beginning, I thought I had configured it wrong because for a few days it didn’t make any trades at all. But now, after using it for about a month, I can honestly say I’m really impressed with the results. In just two weeks, I managed to make around $1,000 (though with quite a bit of risk). My biggest advice is to set it up properly, because if you don’t, you can blow your account really fast. It’s not the bot’s fault — it’s about how you configure it. I also want to take a moment to thank Bogdan for his amazing work and give him 100% recognition for what he’s created. This bot is powerful and full of potential if you know how to use it right. Highly recommended! 💪🔥","Thank you for sharing your experience and for such a thoughtful review, Gabriel! I really appreciate the time and effort you put into testing and learning how the bot works. That’s exactly the kind of approach that leads to consistent results in the long run. It’s awesome to hear that you’re getting great results now. Making around $1,000 in two weeks shows that you’ve set it up properly and understand how to manage risk, which is one of the most important parts of using any trading system. Quantum Queen is designed to adapt and perform, but the user’s configuration and patience make all the difference. And you’ve clearly done that right. Your feedback about setup and risk control is spot-on and really valuable for anyone reading. It reminds people that success doesn’t come from luck — it comes from learning how to use the tool properly. I also want to say a genuine thank-you for your kind words and recognition. Knowing that you see the effort behind Quantum Queen and that it’s making a real difference for you means a lot to me. I’ll keep working on improving it and supporting everyone who’s part of this journey.",2025.10.08 07:33,https://www.mql5.com/en/users/gabrielpalosi,
Mustafa Kurtcuoglu,2025.10.07 15:49,,"I bought the bot about two weeks ago. I wanted to know if there were any problems setting it up. He connected me remotely and helped me set it up step by step, and to date, I've made a profit of $870. I've almost paid for the bot.","Thank you so much for your review, Mustafa! I’m really glad to hear, that the setup went smoothly and that I could help you get everything running step by step. Making $870 in just two weeks is incredible. That’s an amazing start, and knowing you’ve already almost covered the cost of the EA is awesome! It makes me really happy to see Quantum Queen performing well for you. If you ever need any help, adjustments, or just want to share your progress, don’t hesitate to reach out. I’m always here to assist. Thank you again for your trust and for being part of this journey!",2025.10.08 07:28,https://www.mql5.com/en/users/mrbleed37,
ST Gaming,2025.10.06 14:39,,"I've used it for a week now, and it works decently well. I was worried since it didn't open any position at first, but found out later that it creates a set of new positions every couple of days, so I should be patient and wait. Made 2% profit last week (I think that's a good start).","Thank you very much for your review! I’m glad to hear that you’ve had such a positive start. 2% profit in just one week is definitely a solid beginning. You might notice that some days Quantum Queen doesn’t trade, while other days it becomes more active. That’s completely normal. The system is built to wait for clear, high-probability setups before taking action. Its goal is steady, reliable growth, not constant trading. I truly appreciate your detailed feedback and your patience, while Quantum Queen operates as designed. If you have any questions don’t hesitate to get in touch. It's always my pleasure to help!",2025.10.07 08:01,https://www.mql5.com/en/users/sttrading_,
Lim Dongeok,2025.10.06 11:38,,"I've been using it for about 10 days now, and I'm satisfied with the product, with a profit rate of about 10%. However, I'm a bit uneasy about grid trading. Therefore, I hope the next update will include options to limit the number of grid trading entries and to adjust the grid trading interval.","Thank you so much for taking the time to share your feedback and for trusting Quantum Queen. I truly appreciate it. I’m really glad to hear, that you’ve achieved around 10% profit in just 10 days. That’s an excellent performance by any standard in this industry. I completely understand your point. Quantum Queen is designed and optimized to adapt dynamically to changing market conditions, using a refined grid-based approach that carefully balances exposure and profit potential. Over the past two years, this adaptive strategy has delivered consistent results and nearly 800% total growth in live performance. If you ever have any questions, please feel free to reach out anytime.",2025.10.07 07:55,https://www.mql5.com/en/users/limde73,
Teave Paul Tefaatau,2025.10.06 07:32,,Bonjour à tous !!! Je viens d'acheter le robot et franchement pas déçu a peine installer et déjà des profits. Facile à utiliser et le développeur répond très rapidement au questions. Je le recommande !!!,"Thank you so much for your review and for trusting Quantum Queen right from the start! It’s always awesome to hear when someone installs the EA and starts seeing positive results so quickly. That tells me everything is running as it should. I designed Quantum Queen to be straightforward to use, so I’m really happy to know you found the setup easy. The goal was to make it accessible for everyone. Whether you’re new to automated trading or already experienced, without needing to constantly monitor or adjust settings. Also, I truly appreciate your kind words about my support. I always try to be quick and clear when replying because I know how important it is to have someone there when questions come up, especially at the beginning. Thank you again for recommending Quantum Queen. Your trust and feedback really mean a lot.",2025.10.06 08:04,https://www.mql5.com/en/users/teavez,
